market_id,question,cutoff_ts,token_used,last_mid,last_bid,last_ask,spread,depth_k,ob_imbalance,vol_1h,vol_24h,vol_7d,volat_1d,volat_7d,momentum_1h,momentum_24h,label_outcome
elc-nor-hul-2025-11-01-btts,Norwich City FC vs. Hull City AFC: Both Teams to Score,2025-10-27 18:27:40.800087+00:00,24265589841639142518823642746344252295322231460737863832889504126841659294447,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-the-price-of-solana-be-greater-than-240-on-november-1,Will the price of Solana be greater than $240 on November 1?,2025-10-27 18:27:40.802241+00:00,1206136866080325838464255368923020379298741553087185533820265319057540592574,0.5,0.001,0.999,0.998,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-the-price-of-bitcoin-be-between-116000-118000-on-november-1,"Will the price of Bitcoin be between $116,000 and $118,000 on November 1?",2025-10-27 18:27:40.804081+00:00,6645816147951751630005900797046116006756748276178590949354107567161615407958,0.135,0.1,0.17,0.07,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-the-price-of-bitcoin-be-between-104000-106000-on-november-1,"Will the price of Bitcoin be between $104,000 and $106,000 on November 1?",2025-10-27 18:27:40.805861+00:00,102150572967270377334617672845654919513552620219351374527338963999402671719641,0.5,0.001,0.999,0.998,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
ethereum-above-3700-on-november-2,"Will the price of Ethereum be above $3,700 on November 2?",2025-10-27 02:06:04+00:00,52548797949308847937813662435885870771333137714246969711182402267980466407083,0.009300000000000001,,,,,,0.0,0.0,0.0,0.0928642012596321,0.0928642012596321,0.00010000000000000113,0.004300000000000001,
lal-gir-ala-2025-11-08-gir,Will Girona win on 2025-11-08?,2025-10-27 18:27:40.814054+00:00,85774130547482380050330423261477388583754457117062120921697633275399555854411,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
xrp-above-3-on-november-1,Will the price of XRP be above $3.00 on November 1?,2025-10-27 18:27:40.816019+00:00,90061221785328618071927192336162545981088545644372805465848656604339086096400,0.08,0.02,0.14,0.12,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-the-price-of-ethereum-be-between-3500-3600-on-november-1,"Will the price of Ethereum be between $3,500 and $3,600 on November 1?",2025-10-27 03:16:06+00:00,52037155759903273672539539891040211800843381512776465052668094367157794872656,0.5,0.001,0.999,0.998,0,,0.0,0.0,0.0,0.6257284182604099,0.7661960068789444,-0.00015999999999999999,-0.00479,
solana-above-150-on-november-1,Will the price of Solana be above $150 on November 1?,2025-10-27 18:27:40.828288+00:00,74288731006082524230837975920142898924882916865516877412326247090730760452867,0.5,0.001,0.999,0.998,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
bitcoin-above-112k-on-november-1,"Will the price of Bitcoin be above $112,000 on November 1?",2025-10-27 18:27:40.830179+00:00,100258668491809000633049975050129891854537100308088825813918631038786244674567,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-the-price-of-solana-be-between-210-220-on-november-1,Will the price of Solana be between $210 and $220 on November 1?,2025-10-27 03:16:06+00:00,115172564612425535862235607113701967264864714945621695734410591300783241829849,0.195,0.14,0.25,0.11,0,,0.0,0.0,0.0,0.327136404454098,0.37574469804160665,-0.0002000000000000003,-0.0032500000000000003,
over-1pt8b-committed-to-the-megaeth-public-sale-982,Over $1.8B committed to the MegaETH public sale?,2025-10-27 18:27:40.845852+00:00,76492164533928870323003399428434883814379015582846655004402405220184273463537,0.505,0.02,0.99,0.97,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
xrp-above-2pt6-on-november-1,Will the price of XRP be above $2.60 on November 1?,2025-10-27 18:27:40.847592+00:00,54317559687167477881911317492847744937950136101528408887743542039212238209036,0.61,0.56,0.66,0.1,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
epl-wes-bur-2025-11-08-wes,Will West Ham win on 2025-11-08?,2025-10-27 18:27:40.849243+00:00,7859231871335997096519041904221495757368963426798063477454999255937448445666,0.48,0.38,0.58,0.2,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
elc-qpr-ips-2025-11-01-btts,Queens Park Rangers FC vs. Ipswich Town FC: Both Teams to Score,2025-10-27 18:27:40.850870+00:00,37283441133551844305096663176580143318918825575749373736810534400826320458154,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
elc-bri-swa-2025-11-22-draw,Will Bristol City FC vs. Swansea City AFC end in a draw?,2025-10-27 18:27:40.852668+00:00,76675977548557076321119460762474473984561087490882195563954134733382312718704,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
elc-sto-bri-2025-11-01-btts,Stoke City FC vs. Bristol City FC: Both Teams to Score,2025-10-27 18:27:40.854392+00:00,59227619128503604251945946570098031291941663257982445703729045891818609997962,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
monad-market-cap-fdv-14b-one-day-after-launch-738,Monad market cap (FDV) >$14B one day after launch?,2025-10-27 18:27:40.856039+00:00,21310872209238372562588377998799589099287896581288645412843474556614372834537,0.4985,0.001,0.996,0.995,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
elc-oxf-mid-2025-11-22-mid,Will Middlesbrough FC win on 2025-11-22?,2025-10-27 18:27:40.857760+00:00,1560561057862161826678595916884292679458722866779054959856414631677912954961,0.5,0.01,0.99,0.98,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
will-mrbeasts-animal-charity-video-get-21-million-or-more-views-on-day-1,Will MrBeast's animal charity video get 21 million or more views on day 1?,2025-10-26 00:00:00+00:00,52237276181280777583096050738570876998408585624386260891029721899759143201130,0.009885,,,,,,0.0,0.0,0.0,0.03757878855069989,0.03757878855069989,1.4999999999999389e-05,0.003384999999999999,
